anime_title,description,anilist_id,tag_names
迷家-マヨイガ-,"30 young men and women who came together on a shady bus tour. The tour's destination: an illusive, possibly nonexistent village called Nanakimura. In Nanakimura, one can lead a utopian existence, free of the world's obstacles … or so it was rumored, like an urban legend.<br>n<br>n""In despair over the real world ... wanting to escape the tedious daily life … wanting to restart your life from scratch …""<br>n<br>nThe bus headed deep into the mountains, carrying 30 people each harboring their own expectations and wounds in their hearts…<br>n<br>nAnd so, the place these 30 arrived at, was an uninhabited village with the lingering faint scents of life, even though it was falling apart.<br>n<br>nWhat is the truth of Nanakimura facing the 30? You can't miss even one episode!n<br><br>n(Source: Anime News Network)",21567,"Bullying, CGI, Chimera, Chuunibyou, Disability, Ensemble Cast, Found Family, Heterosexual, Isekai, Lost Civilization, Love Triangle, Outdoor, Parody, Rural, Tragedy, Yandere, Youkai"
DAYS,"The anime centers on two boys who were never meant to meet: Tsukushi Tsukamoto, who has no special skills but secretly hides a passionate heart, and Jin Kazama, an isolated soccer genius. On a stormy night, the two meet, and that meeting creates a whirlwind in the world of high school soccer.n<br><br>n(Source: Anime News Network)",21578,"Bullying, Coming of Age, Football, Primarily Male Cast, School, School Club, Shounen"
ラブライブ！サンシャイン!!,"Uranohoshi Girls’ High School, a private school in the seaside neighborhood of Uchiura at Numazu city, Shizuoka prefecture. A small high school in a corner of Suruga Bay, it is home to nine teens, led by second-year student Chika Takami, driven by one seriously big dream: To become the next generation of bright, sparkling “school idols”! As long as we don’t give up, any dream can come true... All we have to do now is keep pushing hard for fame and glory! Now their “School Idol Project” begins to make their dreams come true!<br>n<br>n(Source: Official Website)",21584,"CGI, Chuunibyou, Coastal, Cute Girls Doing Cute Things, Dancing, Ensemble Cast, Female Protagonist, Idol, Primarily Female Cast, Primarily Teen Cast, Rural, School, School Club"
坂本ですが?,"First year high school student Sakamoto isn't just cool, he's the coolest! Almost immediately after starting school, he began attracting everyone's attention. The girls love him, and most of the boys resent him. There's even a boy in the class who works as a model, but who is constantly upstaged by Sakamoto! No matter what tricks the other boys try to play on him, Sakamoto always manages to foil them with ease and grace. Though Sakamoto may seem cool and aloof, he helps others when asked, such as in the case of the boy in his class who was being constantly bullied. No matter what difficulties Sakamoto encounters, he moves through his high school life with confidence and class!<br>n<br>n(Source: MangaHelpers)",21595,"Bullying, Coming of Age, Delinquents, Episodic, Male Protagonist, Primarily Teen Cast, School, Seinen, Surreal Comedy, Tragedy"
ステラのまほう,"Tamaki's really excited about going to high school, but she's not sure what kind of club she wants to join… until she meets three girls who are making their own computer games! Remembering how she loved making board games when she was little, Tamaki takes the plunge and joins the group as their new artist.<br>n<br>nNow she, programmer Shiina, writer Ayame and composer Kayo are in a frantic race to finish their game in time to show at the big ""doujin"" conventions. Meeting their deadlines won't be easy, especially since Tamaki has to learn on the job and Aya keeps getting distracted writing steamy love scenes. But where there's a will there's a way, and with the help of a bunch of talented friends, they just might be able to make it in time!<br>n<br>n(Source: Sentai Filmworks)",21597,"Cute Girls Doing Cute Things, Drawing, Female Protagonist, Meta, Musical Theater, Otaku Culture, Primarily Female Cast, School, School Club, Seinen, Software Development, Video Games, Writing"
カミワザ・ワンダ,"The story is set in a world where every event has been turned into programs, and mysterious monsters known as ""Promin"" maintain the world. However, many Promin who have turned into bugs known as ""Bugmin"" are responsible for many of the world's real-life bugs. Left alone, they may eventually turn into a big problem. The boy Yūto encounters the space dog Wanda, and the pair use a camera-like device and key items to capture Bugmin. Promin themselves are able to do things like ""accelerate objects,"" ""spew fire,"" or ""create objects,"" through an ability known as ""Kamiwaza"" (miracle), and are able to fend off Bugmin with it. At first, the Bugmin only cause small, bothersome things, but it will soon elevate into a global scale threat. Can one boy and one dog save the world?n<br><br>n(Source: Anime News Network)",21602,Kids
デュエル・マスターズVSRF,"This sequel of 'Duel Masters Versus Revolution' continues the chain of events after the battle between the Invaders and Revolutionary. It's also the last season and conclusion of the Versus saga in the anime.<br>nThe 'V' mark that was once on Katta Kirifuda's forehead hides a mysterious force. However, the power was sealed off.n<br>nEven though the impact of removing the seal does not do much, but Hamukatsu starts to talk! Plus more hamsters that are like Hamukatsu starts to appear!n<br>nThey were then told about a secret organization, the ""Rare Killers"", with the members being transfer students of the school! What is the mystery of the hamsters like Hamukatsu and who exactly are the Rare Killers?<br>nThe final battle is about to start!",21603,"Card Battle, Kids, Motorcycles, Shounen, Surreal Comedy"
聖戦ケルベロス 竜刻のファタリテ,"The anime is set in a continent ruled by sword and magic called Kunaaan, where a power balance between the Holy Kingdom of Amoria, the Kingdom of Ishilfen, and the Vanrodis Kingdom keeps a peace so unstable that any tragedy that befalls any one kingdom will mean war for the entire continent. Another power, the evil dragon Daganzord, also resides on the continent, and no one is powerful enough to stop him from spreading destruction and charred land in his wake. Two individuals, Bairo and Kismitete, undertook a ritual alongside a party of wizards to seal Daganzord, but were foiled. This event was known thereafter as the Balbagoa Tragedy. Bairo and Kismitete's son Hiiro is saved by Giiru, and Hiiro swears to avenge his parents' deaths and trains himself with the sword. When Hiiro turns 16, he sets out on a journey to slay the dragon, and Giruu accompanies him, having no choice. Along the way, they meet many types of people, and gain companions on their journey.n<br><br>n(Source: Anime News Network)",21608,"Magic, Male Protagonist, Nekomimi, War"
12歳。～ちっちゃなムネのトキメキ～,"The story begins with Hanabi, a sixth-grade girl who is neither an adult nor a child. She deals with issues such as accidentally witnessing her homeroom teacher kissing, and worrying about experiencing physiological changes before her friends. This is the depiction of a 12-year-old girl's innocent worries and first love.n<br><br>n(Source: Anime News Network)",21609,"Bullying, Coming of Age, Female Protagonist, Heterosexual, Primarily Child Cast, School, Shoujo"
エンドライド,"The story is set on Endra, an unknown world beneath the surface of Earth itself. It is another world, where the giant Adamas shines above and seven-colored bands drift across the skies.<br><br>nOne day, Shun Asanaga — an ordinary yet positive and bright 15-year-old middle school boy who lived in the ""Land Above"" — lands in this place. He had discovered a mysterious crystal at his scientific businessman father's company, and the moment he touched the crystal, he was transported to Endra.<br><br>nHe meets Prince Emirio, who strongly despises the current King Deruzain and had just turned 16 at Endra's castle. He became of age to ascend to the throne, and he wields a weapon to seek his vengeance at last, but the difference in strength proves to be insurmountable. Captured and imprisoned by Deruzain, Emirio is heartbroken. But then, the walls of the prison suddenly become distorted, and Shun appears within them.<br><br>nTwo youths live in Endra — one to return his former world, and one to exact revenge. The future that is within the grasp of two youths raised in different worlds…<br>n<br>n(Source: Anime News Network)",21611,"Isekai, Magic, Male Protagonist"
幼女戦記,"The novel series centers on a young girl who fights on the frontlines in war. She has blonde hair, blue eyes, and nearly transparent white skin, and she flies through the air and mercilessly strikes down her opponents. Her name is Tanya Degurechaff, and she speaks with a young girl's lisp and commands the army. Tanya used to be one of Japan's elite office workers, but because of a wrathful god, was reborn as a little girl. Tanya prioritizes optimization and career advancement above all, and she will become the most dangerous entity among the Imperial Army's sorcerers.<br>n<br>n(Source: Anime News Network)",21613,"Anti-Hero, CGI, Episodic, Female Protagonist, Foreign, Gender Bending, Gods, Gore, Guns, Historical, Isekai, Magic, Military, Philosophy, Politics, Primarily Adult Cast, Primarily Male Cast, Reincarnation, Revenge, Tanks, War"
はんだくん,"Hated by everyone around him, Sei Handa goes about his high school life regarded as an outcast—or at least that's what he believes. In reality, Sei is the most popular student on campus, revered by all for his incomparable calligraphy skills, good looks, and cool personality. However, due an endless series of misunderstandings, Handa perceives the worship he receives from his legions of fans as bullying, leading the school's idol to shut himself off from the rest of his classmates.<br>n<br>nBut distancing himself from his peers doesn't deter them from adoring him; in fact, his attempts at drawing attention away from himself often end up unintentionally converting even the most skeptical of students into believers. Fashion models, shut-in delinquents, obsessive fangirls, and more—none can stand against the brilliance that is Sei Handa.<br>n<br>n[Written by MAL Rewrite]",21626,"Calligraphy, Circus, Delinquents, Episodic, Male Protagonist, Meta, Primarily Teen Cast, Satire, School, Shounen, Yandere"
ガーリッシュ ナンバー,"College student Chitose Karasuma is determined not to do boring things as she enters the adult world. To this end, this bad-mannered beauty barges into a facility that trains would-be voice actors and actresses, somehow landing a job at “Number One Produce,” a voice actress agency managed by her older brother, Gojou. In Chitose’s mind, she’s poised for greatness, but finds herself at a loss when she continues to only get minor roles. As she clashes with other girls in the agency, including a cunning airhead and a girl with a Kansai accent, Chitose is about to learn that there’s more to succeeding in this competitive industry than she imagined.<br><br>nn(Source: Sentai Filmworks)",21627,"Acting, Cute Girls Doing Cute Things, Female Protagonist, Idol, Meta, Primarily Adult Cast, Work"
うどんの国の金色毛鞠,"Souta Tawara is a web designer working in Tokyo. When he visits his family's Udon place in his hometown Kagawa Prefecture, he discovers a young boy. Upon confronting the boy, Souta soon learns his secret and decides to quit his job in order to take care of the boy, Poko. The daily adventures of the two slowly enfold as Poco energetically navigates his way through Kagawa, the ""Udon Kingdom,"" along with Souta.n",21631,"Family Life, Food, Found Family, Kemonomimi, Male Protagonist, Primarily Adult Cast, Rural, Seinen, Shapeshifting"
バトルスピリッツ ダブルドライブ,"Shunta Mogami loves the Battle Spirits game. One day he is transported by a light from a Battle Spirits card to Spirits World, the origin of all Battle Spirits. He meets a girl named Eto, who claims to have summoned him to Spirits World in order to prevent its destruction at the hands of the revived Evil God-King, who once plotted the destruction of Spirits World before being defeated and sealed away. Together with the confident, green-deck-wielding Yoku Albatrosa, who also came from another world, Shunta sets out to find the twelve God-Kings whose power originally sealed the Evil God-King.n<br><br>n(Source: Anime News Network)",21635,"Card Battle, Isekai, Kids"
競女!!!!!!!!,"""Keijo"" is a popular gambling sport where contestants stand on platforms floating on the water and must use their butts and chests to fight against each other to push each other off the platform. Nozomi Kaminashi, a high school student, aims to join the sport after she graduates. Nozomi was raised in a poor family and hopes to make lots of money by playing Keijo. She grew up training in gymnastics, and she has good balance and flexibility.<br><br>After high school, Nozomi joins a training boarding school and enters the world of Keijo.<br><br>(Source: Anime News Network)",21639,"Delinquents, Dissociative Identities, Female Protagonist, Fitness, Martial Arts, Nudity, Parody, Primarily Female Cast, Primarily Teen Cast, School, Shounen, Super Power, Tomboy, Yuri"
不機嫌なモノノケ庵,"Ashiya has spent the first seven days of high school stuck in the infirmary because of a youkai attaching itself to him. He ends up asking the owner of a small tea room called the ""Mononokean"" for help. This is a tale involving the very morose owner of Mononokean guiding the youkai that happened to wander into this world go to the next world.<br><br>nn(Source: Crunchyroll)",21643,"Cute Boys Doing Cute Things, Episodic, Male Protagonist, Shounen, Youkai"
パズドラＸ,"An anime adaptation of the Nintendo 3DS game Puzzle & Dragons. Dorogoza Island is rich in “Drop Energy” that players can use on friendly monsters. Once strong enough, they can face enemies in puzzle wars. Winners reap rewards, but what happens to the losers? Only the brave can take on these monstrous challenges!n<br><br>n(Source: Crunchyroll)",21644,Card Battle
MARGINAL#4 KISSから創造るBig Bang,"The anime follows the Marginal#4 idol unit, who made their debut at Pythagoras Production on February 13. The members give their all for their fans in their idol activities, but they are also normal high school students. The anime will follow both their everyday lives as high school students and their lives as idols.n<br><br>n(Source: Anime News Network)",21645,"Cute Boys Doing Cute Things, Ensemble Cast, Idol, Primarily Male Cast, Twins"
orange,"Everyone has regrets in life. So who wouldn't take the chance to change the past if given the opportunity? When sixteen-year-old Takamiya Naho receives a mysterious letter, claiming to be from her twenty-seven-year-old self, her life is suddenly thrown into flux. The letter tells her that a new transfer student by the name of Naruse Kakeru will be joining her class, and to keep her eye on him. But why? Naho must decide what to make of the letter and its cryptic warning, and what it means not only for her future, but for Kakeru's as well.<br>n<br>(Source: Anime News Network)n<br><br>n<i>Note: The last episode aired with a runtime of ~40 minutes as opposed to the standard 24 minute long episode.</i>n",21647,"Alternate Universe, Bullying, Coming of Age, Female Protagonist, Heterosexual, Love Triangle, Primarily Teen Cast, School, Shoujo, Suicide, Time Manipulation, Tragedy, Tsundere, Unrequited Love"
アイカツスターズ！,"Aikatsu Stars! features the protagonist Yume Nijino. Yume aims to become a top idol, and she enrolls in the Yotsuboshi Gakuen. This academy has a special group called the S4, who are the top four active idols in the school. Yume and the other first-year students aim to become a part of the S4.<br><br>(Source: Anime News Network, edited)",21648,"Card Battle, Cars, CGI, Chibi, Cute Girls Doing Cute Things, Dancing, Fashion, Female Protagonist, Football, Henshin, Idol, Kids, Makeup, Musical Theater, Primarily Female Cast, School, Ships"
フューチャーカード バディファイトDDD,"Gao Mikado, a 6th year student of the Aibo Academy Elementary Division, is partnered with Dragon of the Sun, Bal Dragon, a monster born from a mysterious egg. To earn the coveted title as the strongest fighter in the world, Gao and Bal team up to challenge other fighters in the ""World Buddy Cup"". The two will have to battle others in a card game called Buddyfight, which allows monsters to fight alongside humans as buddies. Their rivals include ex-Buddy Police Tasuku Ryuenji, and the self-proclaimed strongest combination, Gaito Kurouzu and his buddy monster Black Death Dragon, Abygale.",21652,"Alternate Universe, Amnesia, Card Battle, CGI, Dragons, Kids, Magic, Male Protagonist, Primarily Child Cast, Reincarnation"
機動戦士ガンダムユニコーン RE:0096,"U.C. 0096. Three years after Char’s rebellion, Banagher Links, a boy who lives on the manufacturing colony Industrial 7, meets a mysterious girl named Audrey Burne. She claims to seek to prevent a potential war by interfering with the transfer of “Laplace's Box” from the Vist Foundation to a Neo Zeon remnant group known as the “Sleeves”. <br>nHowever, when a Federation squad also sent to prevent the transfer clashes with the Sleeves, the colony is plunged into battle. <br>nAs Banager races through the flames in search of Audrey, one other fateful encounter awaits him—the Unicorn Gundam, a pale white mobile suit that's the key to Laplace's Box. <br>n<br>nWhat is Laplace’s Box? What are the secrets that it holds? For the first time in 100 years, light will shine on the darkest secrets of the Universal Century...<br>n<br>n(Source: Gundam.info)",21658,"Military, Politics, Real Robot, Space, Space Opera, War"
甘々と稲妻,"Having lost his wife, math teacher Kouhei Inuzuka is doing his best to raise his young daughter Tsumugi as a single father. He's pretty bad at cooking and doesn't have a huge appetite to begin with, but chance brings his little family and one of his students, Kotori Iida, together for homemade adventures. With those three cooks in the kitchen, it's no wonder this dinner table drama is so delicious.n<br><br>n(Source: Kodansha USA)",21659,"Chibi, Coming of Age, Cute Girls Doing Cute Things, Educational, Episodic, Family Life, Female Protagonist, Food, Found Family, Iyashikei, Male Protagonist, Orphan, Parenthood, Restaurant, School, Seinen, Teacher"
カードファイト!! ヴァンガードG ストライドゲート編,"Team TRY3: Chrono, Shion, and Tokoha, managed to win the championship of Generation Quest. In the mean time, however, Ryuzu Myōjin has a secret plan: summoning Zodiac Time Beasts of Gear Chronicle clan to Earth. Chrono and Kouji want to stop Ryuzu, but they are confronted by a mysterious group of cardfighters known as ""Company"" who share Ryuzu's ideology.<br><br>(Source: Anime News Network)",21664,"Age Regression, Alternate Universe, Card Battle, Demons, Ensemble Cast, Male Protagonist"
戦姫絶唱シンフォギア AXZ,"The fourth season of <i>Senki Zesshou Symphogear</i>.<br>n<br>nHibiki Tachibana has defeated many powerful enemies, saved countless innocent lives, and escaped from numerous desperate situations, but she is currently finding herself unable to escape from her most desperate situation yet—summer homework! Although her high school life is relatively unremarkable, her career as a member of the military organization S.O.N.G. is anything but. Using powerful, ancient armor known as Symphogear, Hibiki and her teammates work with the United Nations to deal with international disputes and disasters.<br>n<br>nDuring a mission briefing at headquarters, Hibiki is made aware of a mysterious organization known as the Bavarian Illuminati, who has been responsible for several major disasters in the past and currently operate in the war-torn country Val Verde. Together, Hibiki and her team infiltrate one of the Bavarian Illuminati's manufacturing plants and free hundreds of slaves. Exposed, alchemists Saint-Germain, Cagliostro, and Prelati reveal themselves as the organization's top brass, and—using alchemical powers—declare a global revolution while sacrificing thousands of lives. Faced with yet another threat to the world's survival, Hibiki and her allies must confront the Bavarian Illuminati in their most difficult and destructive battle yet.<br>n<br>n(Source: MAL Rewrite)",21672,"Alchemy, Aliens, Cult, Drugs, Ensemble Cast, Female Protagonist, Gods, Henshin, Idol, LGBTQ+ Themes, Motorcycles, Mythology, Orphan, Philosophy, Primarily Female Cast, Swordplay, Tanks, Tragedy, Transgender, Urban"
戦姫絶唱シンフォギアXV,"The fifth season of <i>Senki Zesshou Symphogear</i>.<br>n<br>nHumanity is finally confronted with the threat of the Custodians—the ancient, sentient species held responsible for cursing humanity to speak different languages thousands of years ago. The Symphogear wielders—Hibiki Tachibana, Tsubasa Kazanari, Chris Yukine, Maria Cadenzavna Eve, Kirika Akatsuki, and Shirabe Tsukuyomi—are sent to the Antarctic in order to retrieve an ancient relic. After securing it and rescuing the scientific staff present there from a Coffin, the automated defense mechanism protecting it, the relic is given to American researchers due to international agreements.<br>n<br>nThe criminal organization Noble Red, a remnant of the previously fought Bavarian Illuminati, starts targeting the relic. Will the Symphogear wielders and their supporting organization S.O.N.G. be able to foil the plans of the organizations conspiring against them?<br>n<br>n(Source: MAL Rewrite)",21673,"Aliens, Cyborg, Dissociative Identities, Drugs, Ensemble Cast, Female Protagonist, Gods, Gore, Guns, Henshin, Idol, Kemonomimi, Lost Civilization, Monster Girl, Motorcycles, Mythology, Ninja, Orphan, Philosophy, Primarily Female Cast, Swordplay, Tanned Skin, Tragedy, Urban"
ダンジョンに出会いを求めるのは間違っているだろうか外伝 ソード・オラトリア,"Contrary to what the adventures of Bell and the Goddess Hestia might imply, not everyone goes into the dungeon of Orario to pick up girls.  The veterans of the Goddess Loki’s Familia have lots of reasons for risking life and limb facing the monsters and mayhem lurking within the deadly labyrinth’s multiple levels, but new member and mage Lefiya just wants to prove that she’s worthy to be on the same team as her hero, the famed sword princess Ais Wallenstein.  As for Ais herself, she’s seeking something that no one else even suspects, and she may find it when trouble comes after her from the previously unreached 59th level!<br>n<br>n(Source: Sentai Filmworks)",21676,"Coming of Age, Dungeon, Female Protagonist, Gods, Kemonomimi, Kuudere, LGBTQ+ Themes, Magic, Nudity, Primarily Female Cast, Swordplay, Tanned Skin, Tomboy"
エルドライブ 【ēlDLIVE】,"Chuuta Kokonose is an orphan who lives with his aunt. For as long as he can remember he's had a voice in his head, but other than that he's a normal boy - right until the day when a strangely-looking thing follows him home and teleports him to a place filled with more fantastic creatures. It's a space police station, and Rein Brickke, the Chief of Solar System Department, tells him that he's been chosen by the computer as a possible candidate to join the police force, although Misuzu Sonokata, a girl from Chuuta's school with an angelic face and ill temper who turns out to be one of Rein Brickke's subordinates, doesn't think him suitable for such a job. Chuuta, who was shocked at first, decides to take aptitude test after being urged by the voice in his head and to prove Misuzu wrong.n",21677,"Aliens, Male Protagonist, Police, Shounen, Space"
文豪ストレイドッグス 第2シーズン,"The second season of <i>Bungou Stray Dogs</i>.<br>n<br>nDespite their differences in position, three men—the youngest senior executive of the Port Mafia, Osamu Dazai, the lowest ranking member, Sakunosuke Oda, and the intelligence agent, Angou Sakaguchi—gather at the Lupin Bar at the end of the day to relax and take delight in the company of friends.<br></br>nnHowever, one night, Angou disappears. A photograph taken at the bar is all that is left of the three together.<br></br>nnFast forward to the present, and Dazai is now a member of the Armed Detective Agency. The Guild, an American gifted organization, has entered the fray and is intent on taking the Agency's work permit. They must now divide their attention between the two groups, the Guild and the Port Mafia, who oppose their very existence.",21679,"Anti-Hero, Bar, Classic Literature, Conspiracy, Cosmic Horror, Detective, Ensemble Cast, Espionage, Guns, Kuudere, Mafia, Male Protagonist, Orphan, Philosophy, Primarily Adult Cast, Primarily Male Cast, Seinen, Shapeshifting, Super Power, Terrorism, Tragedy, Urban, Urban Fantasy, War"
タイガーマスクW,"In ""The Tiger's Hole,"" the behind-the-scenes organization of the revived wresting world, two young wrestlers take a stand. One of those fighters has inherited the training facility and mask of a tiger that Naoto Itou left at the foot of Mount Fuji. The other fighter has been victorious at fierce competitions since entering The Tiger's Hole, and has obtained the black Tiger Mask. A Tiger Mask that walks down the path of light, and a Tiger Mask that walks down the path of shadow. Neither of them have ever seen each other's face... In the ring, the two are fated rivals, but their goals are the same: ""Crush The Tiger's Hole!""",21682,"Anti-Hero, Athletics, Battle Royale, Cultivation, Episodic, Foreign, Martial Arts, Primarily Adult Cast, Primarily Male Cast, Rehabilitation, Revenge, Shounen, Time Skip, Wrestling"
エロマンガ先生,"The ""new sibling romantic comedy"" revolves around Masamune Izumi, a light novel author in high school. Masamune's little sister is Sagiri, a shut-in girl who hasn't left her room for an entire year. She even forces her brother to make and bring her meals when she stomps the floor. Masamune wants his sister to leave her room, because the two of them are each other's only family.<br>n<br>nMasamune's novel illustrator, penname “Ero Manga Sensei,” draws extremely perverted drawings, and is very reliable. Masamune had never met his illustrator, and figured he was just a disgusting, perverted otaku. However, the truth is revealed … that his “Ero Manga Sensei” is his own younger sister! To add to the chaos that erupts between the siblings, a beautiful, female, best-selling shoujo manga creator becomes their rival!<br>n<br>n(Source: Anime News Network)",21685,"Crossover, Drawing, Feet, Female Harem, Female Protagonist, Heterosexual, Hikikomori, Inseki, Love Triangle, Male Protagonist, Meta, Nudity, Otaku Culture, Parody, Philosophy, Primarily Child Cast, Primarily Female Cast, Primarily Teen Cast, Tsundere, Unrequited Love, Video Games, Work, Writing"
私がモテてどうすんだ,"Kae Serinuma is what you'd call a ""fujoshi."" When she sees boys getting along with each other, she loves to indulge in wild fantasies! One day her favorite anime character dies and the shock causes her to lose a ton of weight. Then four hot guys at school ask her out, but that isn't exciting to her at all — she'd rather see them date each other! n<br><br>n(Source: Crunchyroll)",21686,"Bisexual, Boys' Love, Crossdressing, Female Protagonist, LGBTQ+ Themes, Male Harem, Mixed Gender Harem, Otaku Culture, Parody, School, School Club, Shoujo, Tomboy, Yuri"
うらら迷路帖,"The story is set in Meiro-chou, a town where all-female diviners (uranaishi) live and where girls from all over the country yearn to become the top diviner — ""Urara."" Today, a solitary girl named Chiya enters the town's gates. However, she has another purpose coming here, besides becoming the Urara. Chiya's days as an apprentice diviner begin as she meets three friends — the earnest Kon, Koume who is a fan of Western culture, and the shy Nono.<br><br>n(Source: Anime News Network)",21696,"Cute Girls Doing Cute Things, Female Protagonist, Gods, Historical, Kemonomimi, Magic, Mythology, Primarily Female Cast, Seinen, Witch, Youkai"
ハイキュー!! 烏野高校 VS 白鳥沢学園高校,"After the victory against Aoba Jousai High, Karasuno High School, once called “a fallen powerhouse, a crow that can’t fly,” has finally reached the climax of the heated Spring tournament. Now, to advance to nationals, the Karasuno team has to defeat the powerhouse Shiratorizawa Academy. Karasuno’s greatest hurdle is their adversary’s ace, Wakatoshi Ushijima, the number one player in the Miyagi Prefecture, and one of the country’s top three aces.n<br><br>nOnly the strongest team will make it to the national tournament. Since this match is the third-year players’ last chance to qualify for nationals, Karasuno has to use everything they learned during the training camp and prior matches to attain victory. Filled with restlessness and excitement, both teams are determined to come out on top in the third season of Haikyuu!!.n<br><br>n[Written by MAL Rewrite]",21698,"Coming of Age, Ensemble Cast, Male Protagonist, Primarily Male Cast, Primarily Teen Cast, School, School Club, Shounen, Volleyball"
この素晴らしい世界に祝福を！2,"When Kazuma Satou died, he was given two choices: pass on to heaven or be revived in a fantasy world. After choosing the new world, the goddess Aqua tasked him with defeating the Demon King, and let him choose any weapon to aid him. Unfortunately, Kazuma chose to bring Aqua herself and has regretted the decision ever since then.n<br><br>nNot only is he stuck with a useless deity turned party archpriest, the pair also has to make enough money for living expenses. To add to their problems, their group continued to grow as more problematic adventurers joined their ranks. Their token spellcaster, Megumin, is an explosion magic specialist who can only cast one spell once per day and refuses to learn anything else. There is also their stalwart crusader, Lalatina ""Darkness"" Dustiness Ford, a helpless masochist who makes Kazuma look pure in comparison.n<br><br>n<i>Kono Subarashii Sekai ni Shukufuku wo! 2</i> continues to follow Kazuma and the rest of his party through countless more adventures as they struggle to earn money and have to deal with one another's problematic personalities. However, things rarely go as planned, and they are often sidetracked by their own idiotic tendencies.n",21699,"Afterlife, Anti-Hero, Chuunibyou, Cult, Dungeon, Ensemble Cast, Gods, Isekai, Magic, Male Protagonist, Masochism, Nudity, Parody, Primarily Adult Cast, Primarily Female Cast, Religion, Satire, Slapstick, Super Power, Swordplay, Travel"
ロクでなし魔術講師と禁忌教典(アカシックレコード),"In the ""action fantasy"" story, Glenn is a part-time teacher at a magic school who is inclined to write ""self-study"" on the blackboard and then take a nap. One of his students, Sistine, gets angry and challenges him to a duel and he is easily defeated. However, when a terrible incident threatens the school, Glenn shows intense dedication to protecting his students.<br><br>nn(Source: Anime News Network)",21700,"Anti-Hero, Female Harem, Gore, Kuudere, Magic, Male Protagonist, Primarily Female Cast, School, Teacher, Tsundere"
クズの本懐,"Hanabi has loved her older friend Narumi for years, but she’s still in high school and not only is Narumi now her new homeroom teacher, he’s also clearly in love with the music teacher, Akane. And as awkward as being the unwanted third in a romantic triangle can be, things become even more twisted for Hanabi when she learns that another student, Mugi, is in love with Akane. That leads to a strange idea: since the ones that Mugi and Hanabi are in love with aren’t available, the two unrequited thirds start to explore the idea of becoming each other’s substitute surrogate relationship. It’s not about romance, of course. Just sex and convenience.<br>n<br>n(Source: Sentai Filmworks)",21701,"Age Gap, Coming of Age, Fake Relationship, Female Protagonist, Heterosexual, Inseki, LGBTQ+ Themes, Love Triangle, Male Protagonist, Netorare, Nudity, Philosophy, Primarily Female Cast, Primarily Teen Cast, School, Seinen, Tragedy, Unrequited Love"
バッテリー,"Asano's novels revolve around Takumi Harada, a young man who moves to a mountain town in Okayama prefecture during the spring break before he enters middle school due to his father's job transfer. Takumi is a pitcher, and after the moves he loses faith in his own talent, when suddenly his classmate Gou Nagakura appears in front of him. Gou has a strong desire to form a ""battery"" (a combination of a pitcher and catcher) with Takumi.<br>n<br>n(Source: Anime News Network)",21702,"Baseball, Bullying, Coming of Age, Male Protagonist, Primarily Male Cast, Rural, School Club, Software Development"
舟を編む,"The series follows the employees at the Genbu Shobou publishing company. Araki, who is a veteran editor for the dictionary department, is looking for a successor now that he's approaching retirement age. After Majime Mitsuya — a salesman who's a poor talker — meets Masashi Nishioka — Araki's coworker who is sociable and frivolous — Araki overhears their conversation and decides to recruit Majime into the department. The story follows ""the awkward humans"" Majime and Masashi as they work together to compile a medium-sized Japanese dictionary titled ""The Great Passage"" (Daitokai). <br><br>nn(Source: Anime News Network)",21703,"Coming of Age, Educational, Heterosexual, Male Protagonist, Marriage, Meta, Office, Office Lady, Philosophy, Primarily Adult Cast, Time Skip, Work, Writing"
レガリア The Three Sacred Stars,"Twelve years ago, a mysterious event shook the Kingdom of Rimgarde, causing massive destruction. In the present day, Empress Yui rules a peaceful kingdom where she is loved by her people and especially by her sister, Rena. But when a giant robot appears, her peaceful life is shattered. Now Yui must fight to protect her nation and the person she loves most.<br>n<br>n(Source: Funimation)",21707,"Adoption, Artificial Intelligence, Cute Girls Doing Cute Things, Female Protagonist, Found Family, Kuudere, Lost Civilization, Politics, Primarily Female Cast, Super Power, Super Robot, Tragedy"
Occultic;Nine -オカルティック・ナイン-,"The ""paranormal science"" story follows nine idiosyncratic individuals, linked by the ""Choujou Kagaku Kirikiri Basara"" occult summary blog run by 17-year-old second-year high school student Yuuta Gamon. Little incongruities that occur around these nine eventually lead to a larger, unimaginable event that may alter what is considered common sense in this world.n<br><br>n(Source: Anime News Network)",21708,"Achronological Order, Afterlife, Bar, Conspiracy, Cult, Denpa, Detective, Dissociative Identities, Ghost, Heterosexual, Male Protagonist, Meta, Otaku Culture, Philosophy, Religion, Suicide, Super Power, Time Manipulation, Tragedy, Urban"
ユーリ!!! on ICE,"Yuri Katsuki makes his way to the Grand Prix ice skating competition as Japan’s top representative with his eyes on the prize. However, instead of celebrating, Yuri walks away defeated and ready to retire for good. But a run-in with champion Viktor Nikiforov and rising star Yuri Plisetsky ignites a new fire within him. With the two of them close by his side, Yuri will take to the ice once more.<br><br>nn(Source: Funimation)",21709,"Asexual, Bisexual, Boys' Love, CGI, Coming of Age, Foreign, Ice Skating, LGBTQ+ Themes, Male Protagonist, Primarily Adult Cast, Primarily Male Cast, Rotoscoping, Tanned Skin, Tsundere"
